,shopid,itemid,rating_star,cmt,Sentiment,Predicted Sentiment,B,G,N,Score
2078,4149345,49804475,3, Product quality is ok Service by seller is ok,G,G,0.0135416888215,0.902247753614,0.0842105575646,0.89
2079,4937640,18983260,5,Item recd properly packed. Pleasant Seller,G,G,0.361456650949,0.467299036955,0.171244312096,0.11
2080,4149345,29999573,5,The ring is damn loud but awesome in my noisy room! ,N,N,0.153817097523,0.37726729591,0.468915606567,0.22
2081,4937640,106658792,4, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
2082,4149345,51268945,1,The tempered glass is broken.,B,B,0.502974145815,0.191399039535,0.305626814649,-0.31
2083,4149345,49804475,3,Recieved the shoes all flat and have some line on it.Should pack properly to prevent this next time. Product quality is ok,G,G,0.206248763326,0.527626355242,0.266124881432,0.32
2084,4149345,15737271,0,@zerotwozerothree was it good,N,G,0.097326994982,0.522477393142,0.380195611876,0.43
2085,4937640,17702243,5, Excellent Value,G,G,0.025191141736,0.93583760633,0.0389712519339,0.91
2086,4149345,42462764,1,Quality isn't as expected. ,B,B,0.527237449104,0.384058283739,0.0887042671568,-0.14
2087,4937640,16812086,5,Received product in good condition except for 1 box which is torn . ,G,G,0.209523041464,0.731969676978,0.0585072815583,0.52
2088,4937640,36621555,4," Excellent service by seller, brushes are smooth to the touch and face . some of the brushes are uneven but it's ok . for the price I'm paying ",G,G,0.05359265922,0.850281011834,0.0961263289464,0.8
2089,4149345,56342266,5,SOLID,N,N,0.199788864731,0.223743690841,0.576467444429,0.02
2090,4937640,18982883,5,"seller was very kind and prompt to help even tho product had issues!! thank you so much, will buy from this seller again😊",G,G,0.127838681414,0.809579466798,0.0625818517885,0.68
2091,4149345,49790649,4,"Zipper is a little faulty but overall decent quality for the price. Padding is sufficient, color is true to picture & size chart is accurate, will repurchase.  ",G,G,0.164809332369,0.505776393229,0.329414274402,0.34
2092,4149345,16429060,0,Beautiful love it so much,N,G,0.0684867663384,0.708896566976,0.222616666685,0.64
2093,4937640,104771942,0,"Bought this product since april, I have not received my item until now may. Give me track number and contact number but whenni call its wrong number.very pissed off with this! Giving me a bad experience as a first timer buyer online",N,N,0.357771568723,0.144284430711,0.497944000565,-0.21
2094,4937640,16803914,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
2095,4149345,80679572,4, Good product ,G,G,0.0240417988627,0.932381768177,0.04357643296,0.91
2096,4149345,46508803,0,Does the fan have a cutoff timer? I use it and it will switch itself off after some time. WHY?,N,N,0.285905935477,0.236160655833,0.477933408691,-0.05
2097,4149345,35942070,0,"Hi it's my first time in shoppee, not really sure how it works but i'm interested in getting this. Where to make payment?",N,N,0.124702134407,0.205518679438,0.669779186155,0.08
2098,4149345,15736347,5,Ordered on 6/6 and received on 17/6....loved the colour.... ,G,G,0.196966259716,0.571931746227,0.231101994057,0.37
2099,4149345,46508803,5,The wind from the blue fan is stronger than the pink one. The item came well packaged with a battery and wire. Delivery took quite awhile but the estimated delivery date was very accurate. ,G,G,0.43893284825,0.46368040438,0.0973867473706,0.02
2100,4937640,16812206,5,Highly recommend 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,G,G,0.211939835763,0.635334885851,0.152725278386,0.42
2101,4149345,13427298,0,Can delivery any where??,N,N,0.184502308427,0.210658338691,0.604839352882,0.03
2102,4149345,46508803,2, Product quality is ok,B,G,0.0454895968932,0.848255058326,0.10625534478,0.8
2103,4149345,237464764,4,"Size smaller then I expect 
It workin . ",G,G,0.180772712519,0.611992513808,0.207234773673,0.43
2104,4937640,17703287,4,"Received the order within 2 weeks, fast delivery. 

The eye shadow palette has many colors, however the color pay off is not as good. But for a beginner who is looking to try out eye makeup at an affordable price. This palette is pretty good. ",G,N,0.0755037948948,0.449900696875,0.47459550823,0.37
2105,4149345,46508931,5,Nice item. ,G,G,0.0952540530946,0.736203706682,0.168542240223,0.64
2106,4937640,104772116,5,Excellent packaging Excellent seller service quality,G,G,0.0143597632987,0.978398888147,0.0072413485542,0.96
2107,4149345,13431842,5,"i havent receive my order until now.
",N,N,0.303006443806,0.210233362693,0.486760193501,-0.09
2108,4937640,155675738,0,"If i order today, when will be the estimated delivered date? Thanks",N,G,0.119247830936,0.454501802449,0.426250366616,0.34
2109,4937640,46523851,5,Am impressed with the price,G,G,0.111661671532,0.525927877836,0.362410450631,0.41
2110,4937640,18985414,3,"The mascara brush is a tad too big for my small lashes, but the formula doesn't burn. For the price, I would not complain ",G,G,0.252157216606,0.559104481858,0.188738301536,0.31
2111,4937640,18985848,5,"Haven't tried this out yet, but the lashes are really dainty and the bone of the lashes are very flexible. ",G,B,0.355514457944,0.291901641147,0.352583900909,-0.06
2112,4937640,51424413,2, Poor delivery speed,B,B,0.905301588533,0.0390143712331,0.0556840402337,-0.87
2113,4149345,13433352,5,Item received in good condition. Waiting time was reasonable. Thank you!,G,G,0.0208892265342,0.934377182233,0.044733591233,0.91
2114,4937640,317670734,5,Excellent packaging Excellent seller service quality,G,G,0.0143597632987,0.978398888147,0.0072413485542,0.96
2115,4937640,24095270,2,Disappointment. Valve at the bottom keep leaking.,B,B,0.545786972163,0.147706169153,0.306506858684,-0.4
2116,4149345,42462759,5,i havent receive myorder until now.,B,B,0.43023302334,0.211717128688,0.358049847971,-0.22
2117,4149345,13433823,0,Hi i will comment here mybe here u will answer me,N,N,0.0926187302738,0.152935718943,0.754445550783,0.06
2118,4149345,14485272,5,Item received in good condition. Waiting time was reasonable. Thank you!,G,G,0.0208892265342,0.934377182233,0.044733591233,0.91
2119,4937640,18983802,3, Delivery time as expected,G,G,0.131631227852,0.611241491636,0.257127280512,0.48
2120,4937640,17704694,5,Dries fast I like,G,G,0.16776861081,0.632548348051,0.19968304114,0.46
2121,4937640,24095270,2,"Initial products sent had manufacturer defects and was leaking. Seller had them replaced.  However, the replacements had the same problem and I realize the product is not usable as the valve at the bottom leaks constantly. Waste of perfume.",B,B,0.595027390135,0.207099559534,0.197873050331,-0.39
2122,4149345,29999632,2,"Have to measure properly, before purchase...",B,N,0.357822860389,0.234549574791,0.40762756482,-0.12
2123,4937640,24095270,5,The hole is very convenient to extract the perfume out from bottle :),G,B,0.352899412054,0.332126033719,0.314974554227,-0.02
2124,4149345,13432637,5,Quite nice! ,G,G,0.119918266259,0.499131282141,0.3809504516,0.38
2125,4149345,15719490,5, Good value for money Good value for money,G,G,0.0245500709046,0.9421338868,0.0333160422949,0.92
2126,4937640,17704724,1,"NOOOO ITS BROKEN :,( BOTHHHH... why.... the lipstick sways left to right when i tilt it.... ",B,B,0.400192379165,0.214380026096,0.385427594739,-0.19
2127,4149345,15720360,5,Item received in good condition. Waiting time was reasonable. Thank you!,G,G,0.0208892265342,0.934377182233,0.044733591233,0.91
2128,4149345,17709916,1,fucking scammer. gave her 1 month to try and resolve nicely but she's unresponsive as fuck and fucking gave me 3 fake numbers to call just to try to shirk her responsibility away. item not received and doesnt want to refund me too. BUY AT UR OWN RISK :D,B,B,0.490016246133,0.130497228935,0.379486524933,-0.36
2129,4149345,15247462,2," Poor product quality
Scratches and not even the same shape as displayed. Got a circular instead of hexagon shaped.",B,B,0.73917047596,0.134067925877,0.126761598162,-0.61
2130,4937640,40486736,5,Haven't opened it to try it yet. ,N,B,0.550032745012,0.160589346502,0.289377908486,-0.39
2131,4149345,15735788,5, Good value for money,G,G,0.0245500709046,0.9421338868,0.0333160422949,0.92
2132,4149345,29999629,5,Item received in good condition. Waiting time was reasonable. Thank you!,G,G,0.0208892265342,0.934377182233,0.044733591233,0.91
2133,4937640,18984937,5,Not my first time ordering from this seller. Items are good despite the low price! Seller even packaged the product well to prevent any damages during mailing! Will definitely purchase again when I run out of it. ,G,G,0.0963763666189,0.743825565551,0.15979806783,0.65
2134,4149345,57906487,5, Excellent Item Quality,G,G,0.0783745021882,0.906422306174,0.0152031916374,0.83
2135,4937640,35279645,2, Poor product quality,B,B,0.943041524314,0.0474477795634,0.00951069612263,-0.9
2136,4937640,18985848,1, Very poor product quality,B,B,0.931677261329,0.0625535260156,0.00576921265551,-0.87
2137,4937640,112155851,0,What color is available,N,N,0.14451829426,0.155218804944,0.700262900795,0.01
2138,4149345,49790549,5,Item received in good condition. Waiting time was reasonable. Thank you!,G,G,0.0208892265342,0.934377182233,0.044733591233,0.91
2139,4149345,13423994,5,Seller was kind enough to reship because the watch hands were not moving. Highly recommended!,G,G,0.271569957433,0.611610194104,0.116819848463,0.34
2140,4149345,39575816,5, Good value for money,G,G,0.0245500709046,0.9421338868,0.0333160422949,0.92
2141,4149345,57906487,5, Excellent Value Excellent Value,G,G,0.025191141736,0.93583760633,0.0389712519339,0.91
2142,4149345,13432519,5, Excellent service by seller. Havent tried yet but delivery timing is super efficient,G,G,0.0359010429362,0.811482218804,0.152616738259,0.78
2143,4937640,19379090,3, Product quality is ok Delivery time as expected,G,G,0.0464908204153,0.847481889352,0.106027290233,0.8
2144,4937640,40486736,1, Very poor product quality,B,B,0.931677261329,0.0625535260156,0.00576921265551,-0.87
2145,4149345,16430598,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
2146,4149345,14477372,5,Soft brush works well for my make up application.,G,G,0.289449425958,0.527995564867,0.182555009176,0.24
2147,4937640,18985906,1,Doesn't work,B,B,0.539403104448,0.392452891986,0.0681440035663,-0.15
2148,4937640,18982986,5,Useful with light,G,B,0.366227276625,0.355162539977,0.278610183398,-0.01
2149,4937640,127979848,3,"Shade is brighter than it should be , very glossy too ",G,G,0.329479300876,0.415185361768,0.255335337356,0.09
2150,4937640,54968011,3, Delivery time as expected Delivery time as expected,G,G,0.131631227852,0.611241491636,0.257127280512,0.48
2151,4149345,16429253,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
2152,4937640,18982557,5,Received with good condition. Thank you!,G,G,0.00546141871736,0.971953742933,0.0225848383493,0.97
2153,4149345,16431852,5,Very nice and cheap products,G,G,0.114124470529,0.84135375905,0.044521770421,0.73
2154,4149345,16749761,2,Not real stainless steel material.,B,N,0.342140446488,0.232608872298,0.425250681214,-0.11
2155,4149345,14481902,4,Small & cute. Lovin it!,G,G,0.180060800823,0.455225089856,0.364714109321,0.28
2156,4149345,13432519,4, Good service by seller,G,G,0.00892209848275,0.974490207645,0.0165876938721,0.97
2157,4149345,14482633,5,Very  fast delivery and by registered air mail.,G,G,0.194879127565,0.637220218128,0.167900654307,0.44
2158,4937640,17704724,2,"product came broken. the balm was not melted into the holder and dropped off with the slightest touch. it did work though, the single one time i managed to swatch it on my hand before it got destroyed. understand it's not the sellers fault, guess it's my bad for waiting to try a cheap China product.",B,B,0.482261221502,0.359793263528,0.15794551497,-0.12
2159,4149345,13432637,5,Seller responsible n accommodating....willing to refund faulty item received ! Thank u,G,G,0.336539664176,0.487944635209,0.175515700616,0.15
2160,4937640,26495150,5,Received with good condition. Thank you!,G,G,0.00546141871736,0.971953742933,0.0225848383493,0.97
2161,4149345,15736397,3,"Considerably fast delivery. But vey dissapointed as there were alot of scratches on the screen!! I was expecting there would be at least a plastic covering the screen part. But there was none. Thus scratches are directly on the screen itself. Functions are very basic. item
Is working. Worth price. ",G,G,0.29986813373,0.556847504362,0.143284361907,0.26
2162,4149345,39575806,1,Receive item broken.....🙁 Quality cheap material & very fragile.... Don't like it,B,B,0.612122706812,0.355725095032,0.032152198156,-0.26
2163,4937640,18982022,5,Quality meh,G,G,0.248162059272,0.547041595473,0.204796345255,0.3
2164,4149345,15736580,0,Never get the item at all. Ccb!,N,N,0.295625066654,0.326163609711,0.378211323635,0.03
2165,4149345,18270411,5,Delivery was fast than expected. :),G,G,0.100356817358,0.839657441006,0.0599857416361,0.74
2166,4149345,16430639,5,Items received in well packaging in the white box.  Inside is well secure.  I like to deal with her again.  Highly recommended.  Thank you seller.  Thumbs up👍👍👍,G,G,0.182732680978,0.769630370928,0.0476369480936,0.59
2167,4149345,15736134,5,quite fast and worth it!,G,G,0.0540317445828,0.77264133192,0.173326923497,0.72
2168,4937640,24095270,0,@mapatricianner Thank you! Welcome shopping here again~,N,N,0.0737623899409,0.240740380273,0.685497229786,0.17
2169,4149345,34393271,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
2170,4937640,54967939,3,One of the colours broke. But its alright im fine with it. :),G,G,0.349530926215,0.352713766726,0.297755307059,0.0
2171,4149345,14480094,5,Excellent Delivery Speed,G,G,0.1190833158,0.813404444476,0.0675122397244,0.69
2172,4937640,26495692,4,Not really what i have expected but it's still okay,N,G,0.217362476623,0.467617154346,0.31502036903,0.25
2173,4937640,18983118,4,"Colors are washed out compared to pics,  nevertheless product is worth the price",N,G,0.107161772697,0.526625099188,0.366213128115,0.42
2174,4149345,103432766,0,Noted thank u! Sorry for the inconvenience  caused!,N,N,0.116545833542,0.324925687751,0.558528478707,0.21
2175,4149345,17707557,5,Seller is very meticulous in protection of items. I can enjoy my flower tea now with this infuser! ,G,G,0.286930475797,0.406962293245,0.306107230959,0.12
2176,4149345,55876853,1,Does not even last 2 hours even with full charge. Very lousy dont buy not worth the money,B,B,0.537311956179,0.242662176074,0.220025867746,-0.29
2177,4937640,22564156,5,"Bought two items from this seller (20 pieces brushes & overdose lip) kudos for a very fast delivery and both items were super great. Happy with my buys, loving it!  #shopeehaul",G,G,0.103894128128,0.839969943656,0.056135928216,0.74
2178,4937640,127979848,5,"Bought two items from this seller (20 pieces brushes & overdose lip) kudos for a very fast delivery and both items were super great. Only downside for this lipstick is that the color is abit off and there's smell to it. But whatever it is, im happy with my buys 👍",G,G,0.240155556703,0.629330309097,0.130514134201,0.39
2179,4937640,16812206,0,Palette colour not true to picture. Very orange for the brown. I guess that's what you get for cheap stuff.,N,B,0.375804212276,0.330841736933,0.293354050792,-0.04
2180,4149345,15736397,3," Good Delivery Speed
",G,G,0.0710588982922,0.844147913283,0.0847931884246,0.77
2181,4149345,15736347,3,"No instructions, had to figure out on my own. Cannot refill from bottom, have to unscrew glass bottle and pump or pour perfume out from perfum bottle into travel glass bottle, so may spill a little, have to be careful.",G,N,0.329483781579,0.293101213977,0.377415004444,-0.04
2182,4149345,13426430,5,Packing was safe and product is excellent.,G,G,0.112499167025,0.835690099692,0.051810733283,0.72
2183,4937640,19356666,5,soft :)  love it. Thanks seller .,G,G,0.0160359115993,0.905184473121,0.0787796152797,0.89
2184,4149345,15736347,0,Received quickly but not as expected. Can only refill from bottles which allow their cap to be opened. Cannot fill from pressurized bottles.,N,B,0.487104738296,0.298777402336,0.214117859368,-0.19
2185,4149345,13433787,4,Item came in good condition. Acrylic is hard and sturdy. ,G,G,0.132725559575,0.790117794867,0.0771566455582,0.66
2186,4149345,14479774,1,"There was minimal bubble wrap provided by the seller and so because of that, the makeup display was already broken when it came of me. A part of it chipped off. The material wasn't good to begin with, like it's actually quite thin! There should have been more bubble wrap.  ",B,B,0.504065050831,0.428561052443,0.0673738967259,-0.08
2187,4149345,237463508,0,@lynnramos_27 you are welcome ,N,N,0.16877396912,0.125825805941,0.705400224939,-0.04
2188,4937640,26495147,1,Haven't received yet. seller said that is separate delivery.,B,B,0.605883334042,0.304443443135,0.0896732228226,-0.3
2189,4149345,16431852,4,Decent quality and long delivery time. However it is a bargain price,N,G,0.128650098283,0.545926117082,0.325423784635,0.42
2190,4937640,40486692,0,Why are all the packets I ordered come in liquid form?!,N,N,0.203042146247,0.197725821534,0.599232032219,-0.01
2191,4937640,19357676,5,soft brush. cute . thanks seller,G,G,0.0349039696373,0.865837876754,0.0992581536091,0.83
2192,4149345,15720158,0,Hi I tried installing the USB adapter and it does not work on my PC. There is no drivers and it's cant instal when I plug in. Pls help,N,N,0.114638530953,0.258494124477,0.62686734457,0.14
2193,4149345,46575065,3,Quality of external bottle is fine. Just that it's quite difficult to press it down to spray and the mist doesn't spray well enough.,G,G,0.328169508093,0.398522348956,0.273308142951,0.07
2194,4937640,19376409,5,cute ,G,G,0.0871033451725,0.462730137518,0.450166517309,0.38
2195,4937640,22564159,5,Great seller provide great sev. Tqvm,G,G,0.0570831002085,0.865479522473,0.0774373773181,0.81
2196,4149345,16432601,5,haven't try ,N,B,0.409466601016,0.245170769858,0.345362629125,-0.16
2197,4937640,18980941,5,Thx seller,G,G,0.0574564978362,0.898886393004,0.0436571091595,0.84
2198,4937640,19379045,5,small. not so rough. Perfer brush egg.  Thanks seller,N,G,0.190346222181,0.655885884476,0.153767893342,0.47
2199,4937640,51424427,1,Haven't received yet. seller said that is separate delivery.,B,B,0.605883334042,0.304443443135,0.0896732228226,-0.3
2200,4937640,112156160,1,Doesn't work. Spoiled!,B,B,0.627866571494,0.271775386299,0.100358042207,-0.36
2201,4149345,14479774,5, Excellent service by seller Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
2202,4149345,15251430,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
2203,4149345,13427422,5,Highly reccomend!! ,G,G,0.179760012918,0.494194424555,0.326045562527,0.31
2204,4937640,24088098,5,"Hair chalks came, excited to try them out",N,N,0.218943721148,0.241119763556,0.539936515296,0.02
2205,4937640,115574611,1,Haven't received yet. seller said that is separate delivery.,B,B,0.605883334042,0.304443443135,0.0896732228226,-0.3
2206,4149345,14476821,4,"The green and purple creams is a bit dirty on the surface, but considering that it's cheap, it's expected i guess. Colours are pretty blendable though, which is a plus. Thanks!",G,G,0.185953723969,0.514692842666,0.299353433365,0.33
2207,4937640,17704694,5,The lip gloss is nice! They don't budge and dries to Matt quickly!,G,B,0.451381903658,0.368319637168,0.180298459173,-0.08
2208,4149345,15737299,5,This cleans my brushes so throughly!! ,G,G,0.260242895912,0.466607419059,0.273149685029,0.21
2209,4149345,16430598,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
2210,4149345,13433484,5,Delivery was slow but seller updated me,N,G,0.287948413444,0.547444597508,0.164606989048,0.26
2211,4937640,17702243,3, Product quality is ok Delivery time as expected. Some eyeshadow colours cracked though,G,G,0.127472325594,0.736864112964,0.135663561442,0.61
2212,4149345,16742382,5,The quality is not bad considering its price ,N,N,0.116064587006,0.423000157281,0.460935255713,0.31
2213,4937640,103791202,1,Bad item !! Seller is very unprofessional! Send a item that have scratches on it and can't use it for more then 10 seconds. Don't buy from this seller to avoid disappointment !!!!!!! See photo! I have request for refund however seller insist that I need to show video proof. I have send photo of it! ,B,B,0.602454854188,0.186736005155,0.210809140656,-0.42
2214,4937640,24095270,0,"@superbot Thank you,welcome shopping here again~",N,N,0.0737623899409,0.240740380273,0.685497229786,0.17
2215,4149345,15737084,5,"Poured coke into my glass, forgot it's in the shape of a skeleton... Gave me a huge fright. Love the glass, just don't pour coke at night",G,N,0.371726050927,0.248264252655,0.380009696419,-0.12
2216,4149345,13431842,1,Bad. Defective charging cable. Cannot charge earpiece. Disappointed. Bad luck . 😁👎,B,B,0.53845246692,0.100211570376,0.361335962704,-0.44
2217,4937640,36621555,1,If I could give zero stars I would. The product came squashed and the brushes had hair falling out and coming out from the sides. The quality is SHIT. Even worst than the cheap brushes in SASA - doubt this set will last one use. The delivery service was also HORRIBLE. Be careful when ordering. ,B,G,0.429774804273,0.475036318008,0.0951888777196,0.05
2218,4149345,57201880,2,"Update!  The stand is very hard to adjust and I couldn't make it stand... 

Bluetooth thing does work!! Stand however does seem as sturdy. But it's overall good! ",B,B,0.481770051265,0.307163613367,0.211066335367,-0.17
2219,4149345,15737299,5,Wash my brush really well ,G,G,0.287844959303,0.586249221204,0.125905819493,0.3
2220,4149345,57906487,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
2221,4149345,15736981,5,Working and in order,G,N,0.183452956487,0.378417690467,0.438129353047,0.19
2222,4937640,21273305,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
2223,4149345,13432519,5,Normal,N,N,0.244045000396,0.180799521381,0.575155478223,-0.06
2224,4149345,17707649,5,Working and in order,G,N,0.183452956487,0.378417690467,0.438129353047,0.19
2225,4149345,95360703,5," Excellent service by seller, items recieved in good order and on time. 👍👍",G,G,0.0302975898442,0.890646534676,0.0790558754799,0.86
2226,4937640,19379090,0,Do u do meetup?,N,N,0.176817498361,0.191652617017,0.631529884623,0.01
2227,4937640,18985499,4,Delivery was really fast.,G,G,0.110668948996,0.850832618019,0.0384984329858,0.74
2228,4149345,14485703,5, Excellent Value,G,G,0.025191141736,0.93583760633,0.0389712519339,0.91
2229,4937640,17705773,5,Not bad ~ glides on pretty well. Haven't test how long lasting it is,N,N,0.273604909914,0.213446737523,0.512948352564,-0.06
2230,4149345,14482397,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
2231,4149345,15247443,5, Product quality is ok Delivery time as expected Excellent service by seller. Item gd jus that there o crack at the back ofbthe palette. Bt it ok,N,G,0.0511616409055,0.703035315975,0.24580304312,0.65
2232,4937640,19347989,5,Received my goods in good condition. Seller is very patient with all my questions. Highly recommend. ,G,G,0.0473952267363,0.925296931893,0.0273078413705,0.88
2233,4937640,46524219,1, Very poor product quality. Doesn't have any burning sensation but managed to sting my fingers open cuticle. Waste of money ,B,B,0.773016879996,0.154166960196,0.0728161598073,-0.62
2234,4149345,71921868,5,Product quality ok . ,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
2235,4937640,19348151,5,Received my goods in good condition. Seller is very patient with all my questions. Highly recommend.,G,G,0.0473952267363,0.925296931893,0.0273078413705,0.88
2236,4149345,206469974,5,Delivery is swift with no hiccups.  i haven't try using the product ,G,G,0.321815664194,0.439634479913,0.238549855892,0.12
2237,4149345,15247459,5,"Fuss free buying processes, good service provided by courier and product is of excellent quality. Overall very satisfied.",G,G,0.0527306142761,0.870459807184,0.0768095785395,0.82
2238,4149345,57202392,0,"@ivyorevillo24 dear， the pirce is 10.4 , the postage is depend on the weight and your address, you can put items into the shopping cart ,and the system will count automatically",N,N,0.151756421695,0.170391538238,0.677852040068,0.02
2239,4937640,18945556,0,Its more to glosss but still gotta love it though!,N,G,0.274648788725,0.471870870075,0.253480341199,0.2
2240,4149345,13426634,4, Good value,G,G,0.0105105870927,0.942326133423,0.0471632794841,0.93
2241,4937640,18982022,5,"Tip was slightly chipped off when it arrived due to the sharpener and delivery. It's written as lip pencil and eye liner, but seller was right to put this as an eyebrow pencil as it's smudgy. ",G,G,0.273157697931,0.506641786552,0.220200515517,0.23
2242,4937640,96340435,5,"When I opened up, I saw one of my two purchase in such a state. I strongly believe that this was not damage while in the process of delivery",B,B,0.490997490189,0.225053307337,0.283949202474,-0.27
2243,4149345,19335053,5,Good buy! ,G,G,0.0226785395695,0.627198984463,0.350122475967,0.6
2244,4149345,380330549,4, Good value,G,G,0.0105105870927,0.942326133423,0.0471632794841,0.93
2245,4937640,22564307,3,"Brush is not fully packed , hence , its a lil flimsy. ",G,G,0.340933871657,0.460798413481,0.198267714862,0.12
2246,4149345,71921823,1, Very poor product quality,B,B,0.931677261329,0.0625535260156,0.00576921265551,-0.87
2247,4149345,71921868,3," Delivery time as expected.    Product quality is ok, material is quite thin",G,G,0.0746779892879,0.72832464298,0.196997367733,0.65
2248,4937640,18982022,5,Very pigmented and smooth,G,B,0.435886886084,0.410728836208,0.153384277707,-0.03
2249,4149345,13431086,3,The base is not so good,G,G,0.0900599050664,0.617291585572,0.292648509361,0.53
2250,4937640,18980941,5,Super cute and nice! It was a doorstep delivery!! 🙆🏻🙆🏻🙆🏻🙆🏻❤️,G,G,0.0737349524175,0.720761478623,0.20550356896,0.65
2251,4937640,18984937,5,Dries moderately fast. Doesn't smudge. Good and cute. ,G,G,0.108817784436,0.7826646182,0.108517597364,0.67
2252,4937640,18945556,2,Not very pigmented. Looks more like a gloss when put on lips,B,B,0.527743469538,0.288288563714,0.183967966748,-0.24
2253,4149345,15720360,5,All the piping tips arrived in perfect condition (: Thanks! ,G,G,0.110430324087,0.710792989597,0.178776686317,0.6
2254,4149345,13424260,5,Working fine but sound is bit lower than cable connection..,N,N,0.273851714527,0.254644437322,0.471503848151,-0.02
2255,4149345,16750888,5,Good build quality. Nicely packaged ,G,G,0.0272693062915,0.872631457103,0.100099236606,0.85
2256,4149345,15719000,5,"Items not received, seller did a refund instead.",N,B,0.527291895365,0.202397358571,0.270310746064,-0.32
2257,4937640,18985550,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
2258,4149345,71921841,0,"@hellocris dear , it is 4.8 , it is ready stock now , you can place a order now , we will ship out soon ",N,N,0.111725768752,0.127544538114,0.760729693134,0.02
2259,4937640,26495649,4,"one of the item has a crack but overall good product, fast delivery",G,G,0.0616034149194,0.829966047887,0.108430537194,0.77
2260,4149345,15720656,5,Good,G,G,0.00401678033778,0.919179307473,0.0768039121888,0.92
2261,4937640,18985848,4,"Out of 20, quite a number got 'defects' which I feel may be weird when worn. ",B,B,0.571377060166,0.18473728182,0.243885658014,-0.39
2262,4149345,16430420,5,"Items not received, seller did a refund instead.",G,B,0.527291895365,0.202397358571,0.270310746064,-0.32
2263,4149345,229595480,4,"Product quality is as expected for the price. Expect shipping to take a while as well, took 18 days for mine to arrive. Otherwise, if you're not too bothered about build quality and you're patient enough to wait, this is a fun thing to have for the price. ",N,G,0.113922686901,0.545517413971,0.340559899128,0.43
2264,4937640,44160990,5,Smell nice and worth the price! bought 4! but 1 broke so badly =( but i still love it! ♡♡♡,G,G,0.178841708861,0.728919123972,0.0922391671676,0.55
2265,4149345,58349414,0,Hello. Please cancelkan pool babh yah,N,N,0.169410107143,0.199248018542,0.631341874315,0.03
2266,4937640,16812206,0,@aliff89 $0.7 for one pcs ,N,N,0.167449840243,0.200937663427,0.63161249633,0.03
2267,4937640,17705522,3," Product quality is ok, but colour differs from pic shown.",G,G,0.174637727496,0.625218619,0.200143653504,0.45
2268,4937640,18985906,4,The end doesn't match up when closed. But still can grip stuff. ,B,B,0.416356171876,0.276172610685,0.307471217439,-0.14
2269,4937640,18984825,3,"The liquid liner is not very black but works I guess.When wet,the liquid liner comes off easily with gentle rubbing. The pencil liner is more greyish than black,smudges easily but applies on easily.",G,G,0.218645566558,0.476189676038,0.305164757404,0.26
2270,4937640,26495219,5,"Good quality, very nice resealable pouch to carry",G,G,0.127651184869,0.738900798352,0.133448016778,0.61
2271,4149345,60228441,5, Excellent Value,G,G,0.025191141736,0.93583760633,0.0389712519339,0.91
2272,4149345,13426634,5,Faster than I expected 👍👍👍,G,G,0.166677045886,0.586604000291,0.246718953822,0.42
2273,4937640,17701309,5,Good,G,G,0.00401678033778,0.919179307473,0.0768039121888,0.92
2274,4149345,16427399,5,Very good remote. Will buy again,G,G,0.151500391147,0.590394261242,0.258105347611,0.44
2275,4937640,19356666,5,"Brush is soft, but the hair drops out quite easily ",G,G,0.346856612486,0.357537395563,0.295605991951,0.01
2276,4937640,19347989,5,"good brush, soft ",G,G,0.0571291684539,0.830518873952,0.112351957594,0.77
2277,4937640,18985848,5,Nice. Thin and flexible band!,G,G,0.255832107821,0.473564551847,0.270603340333,0.22
2278,4149345,13432519,5,Prompt Delivery and Working fine,G,G,0.0763660040143,0.708859070827,0.214774925159,0.63
2279,4937640,44160990,5,Thank you seller!!! all my products was packed well and really nice! the products are all WORTH the price!!!! i love it !,G,G,0.0118752305081,0.978961167631,0.009163601861,0.97
2280,4937640,18983118,3, Delivery time as expected,G,G,0.131631227852,0.611241491636,0.257127280512,0.48
2281,4937640,18985972,4,"Out of 20, quite a number got 'defects' which I feel may be weird when worn. ",B,B,0.571377060166,0.18473728182,0.243885658014,-0.39
2282,4149345,17709350,1,Faulty . Seller refunded,B,B,0.577814235143,0.225583414041,0.196602350816,-0.35
2283,4149345,16430598,0,@daphenelxj ,N,N,0.210074422347,0.223317887297,0.566607690356,0.01
